2010-05-01 19:06:07 startup archives unpack
2010-05-06 00:23:00 status unpacked firefox 3.6.5~hg20100503r34167+nobinonly-0ubuntu1~umd2
2010-05-06 00:23:00 status unpacked firefox 3.6.5~hg20100503r34167+nobinonly-0ubuntu1~umd2
2010-05-06 00:23:00 status half-configured firefox 3.6.5~hg20100503r34167+nobinonly-0ubuntu1~umd2
2010-05-06 00:23:00 update-alternatives: run with --install /usr/bin/x-www-browser x-www-browser /usr/bin/firefox 40
2010-05-06 00:23:02 status installed firefox 3.6.5~hg20100503r34167+nobinonly-0ubuntu1~umd2
2010-05-06 00:23:02 configure chromium-browser 6.0.396.0~svn20100505r46428-0ubuntu1~ucd1 6.0.396.0~svn20100505r46428-0ubuntu1~ucd1
2010-05-06 00:23:02 status unpacked chromium-browser 6.0.396.0~svn20100505r46428-0ubuntu1~ucd1
2010-05-06 00:23:02 status unpacked chromium-browser 6.0.396.0~svn20100505r46428-0ubuntu1~ucd1
2010-05-06 00:23:02 status half-configured chromium-browser 6.0.396.0~svn20100505r46428-0ubuntu1~ucd1
2010-05-06 00:23:02 update-alternatives: run with --install /usr/bin/x-www-browser x-www-browser /usr/bin/chromium-browser 40
2010-05-06 00:23:02 update-alternatives: run with --install /usr/bin/gnome-www-browser gnome-www-browser /usr/bin/chromium-browser 40
2010-05-06 00:23:02 status installed chromium-browser 6.0.396.0~svn20100505r46428-0ubuntu1~ucd1
2010-05-06 00:23:02 trigproc libc-bin 2.11.1-0ubuntu7 2.11.1-0ubuntu7
2010-05-06 00:23:02 status half-configured libc-bin 2.11.1-0ubuntu7
2010-05-06 00:23:02 status installed libc-bin 2.11.1-0ubuntu7
2010-05-06 00:32:21 startup archives install
2010-05-06 00:32:21 upgrade libpurple0 1:2.6.6-1ubuntu4 1:2.6.6-1ubuntu4
2010-05-06 00:32:21 status half-configured libpurple0 1:2.6.6-1ubuntu4
2010-05-06 00:32:21 status unpacked libpurple0 1:2.6.6-1ubuntu4
2010-05-06 00:32:21 status half-installed libpurple0 1:2.6.6-1ubuntu4
2010-05-06 00:32:22 status triggers-pending man-db 2.5.7-2
2010-05-06 00:32:22 status half-installed libpurple0 1:2.6.6-1ubuntu4
2010-05-06 00:32:25 status half-installed libpurple0 1:2.6.6-1ubuntu4
2010-05-06 00:32:25 status unpacked libpurple0 1:2.6.6-1ubuntu4
2010-05-06 00:32:25 status unpacked libpurple0 1:2.6.6-1ubuntu4
2010-05-06 00:32:25 configure libpurple0 1:2.6.6-1ubuntu4 1:2.6.6-1ubuntu4
2010-05-06 00:32:25 status unpacked libpurple0 1:2.6.6-1ubuntu4
2010-05-06 00:32:25 status half-configured libpurple0 1:2.6.6-1ubuntu4
2010-05-06 00:32:25 status triggers-awaited libpurple0 1:2.6.6-1ubuntu4
2010-05-06 00:32:25 status triggers-pending libc-bin 2.11.1-0ubuntu7
2010-05-06 00:32:25 trigproc man-db 2.5.7-2 2.5.7-2
2010-05-06 00:32:25 status half-configured man-db 2.5.7-2
2010-05-06 00:32:25 status installed libpurple0 1:2.6.6-1ubuntu4
2010-05-06 00:32:26 status installed man-db 2.5.7-2
2010-05-06 00:32:27 trigproc libc-bin 2.11.1-0ubuntu7 2.11.1-0ubuntu7
2010-05-06 00:32:27 status half-configured libc-bin 2.11.1-0ubuntu7
2010-05-06 00:32:27 status installed libc-bin 2.11.1-0ubuntu7
2010-05-06 00:35:56 startup packages remove
2010-05-06 00:35:56 status installed purifyeps 1.0-1
2010-05-06 00:35:57 remove purifyeps 1.0-1 1.0-1
2010-05-06 00:35:57 status half-configured purifyeps 1.0-1
2010-05-06 00:35:57 status half-installed purifyeps 1.0-1
2010-05-06 00:35:57 status triggers-pending man-db 2.5.7-2
2010-05-06 00:35:57 status half-installed purifyeps 1.0-1
2010-05-06 00:35:57 status config-files purifyeps 1.0-1
2010-05-06 00:35:57 status config-files purifyeps 1.0-1
2010-05-06 00:35:57 status config-files purifyeps 1.0-1
2010-05-06 00:35:57 status config-files purifyeps 1.0-1
2010-05-06 00:35:58 status not-installed purifyeps <none>
2010-05-06 00:35:58 status installed pstoedit 3.50-0ubuntu1
2010-05-06 00:35:58 remove pstoedit 3.50-0ubuntu1 3.50-0ubuntu1
2010-05-06 00:35:58 status half-configured pstoedit 3.50-0ubuntu1
2010-05-06 00:35:58 status half-installed pstoedit 3.50-0ubuntu1
2010-05-06 00:35:58 status triggers-pending doc-base 0.9.5
2010-05-06 00:35:58 status half-installed pstoedit 3.50-0ubuntu1
2010-05-06 00:35:58 status half-installed pstoedit 3.50-0ubuntu1
2010-05-06 00:35:58 status config-files pstoedit 3.50-0ubuntu1
2010-05-06 00:35:58 status config-files pstoedit 3.50-0ubuntu1
2010-05-06 00:35:58 status config-files pstoedit 3.50-0ubuntu1
2010-05-06 00:35:58 status config-files pstoedit 3.50-0ubuntu1
2010-05-06 00:35:58 status config-files pstoedit 3.50-0ubuntu1
2010-05-06 00:35:58 status not-installed pstoedit <none>
2010-05-06 00:35:58 status installed libpstoedit0c2a 3.50-0ubuntu1
2010-05-06 00:35:58 remove libpstoedit0c2a 3.50-0ubuntu1 3.50-0ubuntu1
2010-05-06 00:35:58 status half-configured libpstoedit0c2a 3.50-0ubuntu1
2010-05-06 00:35:58 status half-installed libpstoedit0c2a 3.50-0ubuntu1
2010-05-06 00:35:59 status triggers-pending libc-bin 2.11.1-0ubuntu7
2010-05-06 00:35:59 status config-files libpstoedit0c2a 3.50-0ubuntu1
2010-05-06 00:35:59 status config-files libpstoedit0c2a 3.50-0ubuntu1
2010-05-06 00:35:59 status installed libmagick++2 7:6.5.7.8-1ubuntu1
2010-05-06 00:35:59 remove libmagick++2 7:6.5.7.8-1ubuntu1 7:6.5.7.8-1ubuntu1
2010-05-06 00:35:59 status half-configured libmagick++2 7:6.5.7.8-1ubuntu1
2010-05-06 00:35:59 status half-installed libmagick++2 7:6.5.7.8-1ubuntu1
2010-05-06 00:35:59 status config-files libmagick++2 7:6.5.7.8-1ubuntu1
2010-05-06 00:35:59 status config-files libmagick++2 7:6.5.7.8-1ubuntu1
2010-05-06 00:35:59 status installed libplot2c2 2.6-0ubuntu1
2010-05-06 00:36:00 remove libplot2c2 2.6-0ubuntu1 2.6-0ubuntu1
2010-05-06 00:36:00 status half-configured libplot2c2 2.6-0ubuntu1
2010-05-06 00:36:00 status half-installed libplot2c2 2.6-0ubuntu1
2010-05-06 00:36:00 status config-files libplot2c2 2.6-0ubuntu1
2010-05-06 00:36:00 status config-files libplot2c2 2.6-0ubuntu1
2010-05-06 00:36:00 status installed linux-headers-2.6.32-21-generic 2.6.32-21.32
2010-05-06 00:36:00 remove linux-headers-2.6.32-21-generic 2.6.32-21.32 2.6.32-21.32
2010-05-06 00:36:00 status half-configured linux-headers-2.6.32-21-generic 2.6.32-21.32
2010-05-06 00:36:00 status half-installed linux-headers-2.6.32-21-generic 2.6.32-21.32
2010-05-06 00:36:02 status config-files linux-headers-2.6.32-21-generic 2.6.32-21.32
2010-05-06 00:36:02 status config-files linux-headers-2.6.32-21-generic 2.6.32-21.32
2010-05-06 00:36:02 status config-files linux-headers-2.6.32-21-generic 2.6.32-21.32
2010-05-06 00:36:02 status not-installed linux-headers-2.6.32-21-generic <none>
2010-05-06 00:36:02 status installed linux-headers-2.6.32-21 2.6.32-21.32
2010-05-06 00:36:02 remove linux-headers-2.6.32-21 2.6.32-21.32 2.6.32-21.32
2010-05-06 00:36:02 status half-configured linux-headers-2.6.32-21 2.6.32-21.32
2010-05-06 00:36:02 status half-installed linux-headers-2.6.32-21 2.6.32-21.32
2010-05-06 00:36:04 status config-files linux-headers-2.6.32-21 2.6.32-21.32
2010-05-06 00:36:04 status config-files linux-headers-2.6.32-21 2.6.32-21.32
2010-05-06 00:36:04 status config-files linux-headers-2.6.32-21 2.6.32-21.32
2010-05-06 00:36:04 status not-installed linux-headers-2.6.32-21 <none>
2010-05-06 00:36:04 trigproc man-db 2.5.7-2 2.5.7-2
2010-05-06 00:36:04 status half-configured man-db 2.5.7-2
2010-05-06 00:36:05 status installed man-db 2.5.7-2
2010-05-06 00:36:06 trigproc doc-base 0.9.5 0.9.5
2010-05-06 00:36:06 status half-configured doc-base 0.9.5
2010-05-06 00:36:06 status installed doc-base 0.9.5
2010-05-06 00:36:06 trigproc libc-bin 2.11.1-0ubuntu7 2.11.1-0ubuntu7
2010-05-06 00:36:06 status half-configured libc-bin 2.11.1-0ubuntu7
2010-05-06 00:36:07 status installed libc-bin 2.11.1-0ubuntu7
2010-05-07 01:28:28 startup archives unpack
2010-05-07 01:28:35 upgrade chromium-browser-inspector 5.0.396.0~svn20100504r46318-0ubuntu1~ucd1 6.0.397.0~svn20100506r46539-0ubuntu1~ucd1
2010-05-07 01:28:35 status half-configured chromium-browser-inspector 5.0.396.0~svn20100504r46318-0ubuntu1~ucd1
2010-05-07 01:28:36 status unpacked chromium-browser-inspector 5.0.396.0~svn20100504r46318-0ubuntu1~ucd1
2010-05-07 01:28:36 status half-installed chromium-browser-inspector 5.0.396.0~svn20100504r46318-0ubuntu1~ucd1
2010-05-07 01:28:42 status half-installed chromium-browser-inspector 5.0.396.0~svn20100504r46318-0ubuntu1~ucd1
2010-05-07 01:28:42 status unpacked chromium-browser-inspector 6.0.397.0~svn20100506r46539-0ubuntu1~ucd1
2010-05-07 01:28:42 status unpacked chromium-browser-inspector 6.0.397.0~svn20100506r46539-0ubuntu1~ucd1
2010-05-07 01:28:43 upgrade chromium-browser 6.0.396.0~svn20100505r46428-0ubuntu1~ucd1 6.0.397.0~svn20100506r46539-0ubuntu1~ucd1
2010-05-07 01:28:43 status half-configured chromium-browser 6.0.396.0~svn20100505r46428-0ubuntu1~ucd1
2010-05-07 01:28:43 status unpacked chromium-browser 6.0.396.0~svn20100505r46428-0ubuntu1~ucd1
2010-05-07 01:28:43 status half-installed chromium-browser 6.0.396.0~svn20100505r46428-0ubuntu1~ucd1
2010-05-07 01:28:45 status triggers-pending man-db 2.5.7-2
2010-05-07 01:28:45 status half-installed chromium-browser 6.0.396.0~svn20100505r46428-0ubuntu1~ucd1
2010-05-07 01:28:45 status triggers-pending python-gmenu 2.30.0-0ubuntu4
2010-05-07 01:28:45 status half-installed chromium-browser 6.0.396.0~svn20100505r46428-0ubuntu1~ucd1
2010-05-07 01:28:45 status triggers-pending desktop-file-utils 0.16-0ubuntu2
2010-05-07 01:28:45 status half-installed chromium-browser 6.0.396.0~svn20100505r46428-0ubuntu1~ucd1
2010-05-07 01:28:45 status triggers-pending hicolor-icon-theme 0.11-1
2010-05-07 01:28:45 status half-installed chromium-browser 6.0.396.0~svn20100505r46428-0ubuntu1~ucd1
2010-05-07 01:28:51 status half-installed chromium-browser 6.0.396.0~svn20100505r46428-0ubuntu1~ucd1
2010-05-07 01:28:51 status unpacked chromium-browser 6.0.397.0~svn20100506r46539-0ubuntu1~ucd1
2010-05-07 01:28:51 status unpacked chromium-browser 6.0.397.0~svn20100506r46539-0ubuntu1~ucd1
2010-05-07 01:28:51 upgrade libclamav6 0.96+dfsg-2ubuntu1.1 0.96+dfsg-2ubuntu1.2
2010-05-07 01:28:51 status half-configured libclamav6 0.96+dfsg-2ubuntu1.1
2010-05-07 01:28:51 status unpacked libclamav6 0.96+dfsg-2ubuntu1.1
2010-05-07 01:28:51 status half-installed libclamav6 0.96+dfsg-2ubuntu1.1
2010-05-07 01:28:52 status half-installed libclamav6 0.96+dfsg-2ubuntu1.1
2010-05-07 01:28:53 status unpacked libclamav6 0.96+dfsg-2ubuntu1.2
2010-05-07 01:28:53 status unpacked libclamav6 0.96+dfsg-2ubuntu1.2
2010-05-07 01:28:53 upgrade clamav-daemon 0.96+dfsg-2ubuntu1.1 0.96+dfsg-2ubuntu1.2
2010-05-07 01:28:53 status half-configured clamav-daemon 0.96+dfsg-2ubuntu1.1
2010-05-07 01:28:54 status unpacked clamav-daemon 0.96+dfsg-2ubuntu1.1
2010-05-07 01:28:54 status half-installed clamav-daemon 0.96+dfsg-2ubuntu1.1
2010-05-07 01:28:54 status triggers-pending ureadahead 0.100.0-4.1
2010-05-07 01:28:54 status half-installed clamav-daemon 0.96+dfsg-2ubuntu1.1
2010-05-07 01:28:54 status half-installed clamav-daemon 0.96+dfsg-2ubuntu1.1
2010-05-07 01:28:55 status half-installed clamav-daemon 0.96+dfsg-2ubuntu1.1
2010-05-07 01:28:55 status unpacked clamav-daemon 0.96+dfsg-2ubuntu1.2
2010-05-07 01:28:55 status unpacked clamav-daemon 0.96+dfsg-2ubuntu1.2
2010-05-07 01:28:55 upgrade clamav-base 0.96+dfsg-2ubuntu1.1 0.96+dfsg-2ubuntu1.2
2010-05-07 01:28:55 status half-configured clamav-base 0.96+dfsg-2ubuntu1.1
2010-05-07 01:28:55 status unpacked clamav-base 0.96+dfsg-2ubuntu1.1
2010-05-07 01:28:55 status half-installed clamav-base 0.96+dfsg-2ubuntu1.1
2010-05-07 01:28:55 status half-installed clamav-base 0.96+dfsg-2ubuntu1.1
2010-05-07 01:28:56 status half-installed clamav-base 0.96+dfsg-2ubuntu1.1
2010-05-07 01:28:56 status unpacked clamav-base 0.96+dfsg-2ubuntu1.2
2010-05-07 01:28:56 status unpacked clamav-base 0.96+dfsg-2ubuntu1.2
2010-05-07 01:28:56 upgrade clamav-freshclam 0.96+dfsg-2ubuntu1.1 0.96+dfsg-2ubuntu1.2
2010-05-07 01:28:56 status half-configured clamav-freshclam 0.96+dfsg-2ubuntu1.1
2010-05-07 01:28:57 status unpacked clamav-freshclam 0.96+dfsg-2ubuntu1.1
2010-05-07 01:28:57 status half-installed clamav-freshclam 0.96+dfsg-2ubuntu1.1
2010-05-07 01:28:57 status half-installed clamav-freshclam 0.96+dfsg-2ubuntu1.1
2010-05-07 01:28:57 status half-installed clamav-freshclam 0.96+dfsg-2ubuntu1.1
2010-05-07 01:28:57 status half-installed clamav-freshclam 0.96+dfsg-2ubuntu1.1
2010-05-07 01:28:58 status unpacked clamav-freshclam 0.96+dfsg-2ubuntu1.2
2010-05-07 01:28:58 status unpacked clamav-freshclam 0.96+dfsg-2ubuntu1.2
2010-05-07 01:28:58 upgrade clamav 0.96+dfsg-2ubuntu1.1 0.96+dfsg-2ubuntu1.2
2010-05-07 01:28:58 status half-configured clamav 0.96+dfsg-2ubuntu1.1
2010-05-07 01:28:58 status unpacked clamav 0.96+dfsg-2ubuntu1.1
2010-05-07 01:28:58 status half-installed clamav 0.96+dfsg-2ubuntu1.1
2010-05-07 01:28:58 status half-installed clamav 0.96+dfsg-2ubuntu1.1
2010-05-07 01:28:59 status half-installed clamav 0.96+dfsg-2ubuntu1.1
2010-05-07 01:28:59 status unpacked clamav 0.96+dfsg-2ubuntu1.2
2010-05-07 01:28:59 status unpacked clamav 0.96+dfsg-2ubuntu1.2
2010-05-07 01:28:59 upgrade clamav-docs 0.96+dfsg-2ubuntu1.1 0.96+dfsg-2ubuntu1.2
2010-05-07 01:28:59 status half-configured clamav-docs 0.96+dfsg-2ubuntu1.1
2010-05-07 01:28:59 status unpacked clamav-docs 0.96+dfsg-2ubuntu1.1
2010-05-07 01:28:59 status half-installed clamav-docs 0.96+dfsg-2ubuntu1.1
2010-05-07 01:29:04 status half-installed clamav-docs 0.96+dfsg-2ubuntu1.1
2010-05-07 01:29:04 status unpacked clamav-docs 0.96+dfsg-2ubuntu1.2
2010-05-07 01:29:04 status unpacked clamav-docs 0.96+dfsg-2ubuntu1.2
2010-05-07 01:29:04 upgrade libkpathsea5 2009-5 2009-5ubuntu0.1
2010-05-07 01:29:04 status half-configured libkpathsea5 2009-5
2010-05-07 01:29:04 status unpacked libkpathsea5 2009-5
2010-05-07 01:29:04 status half-installed libkpathsea5 2009-5
2010-05-07 01:29:05 status half-installed libkpathsea5 2009-5
2010-05-07 01:29:05 status unpacked libkpathsea5 2009-5ubuntu0.1
2010-05-07 01:29:05 status unpacked libkpathsea5 2009-5ubuntu0.1
2010-05-07 01:29:05 upgrade texlive-binaries 2009-5 2009-5ubuntu0.1
2010-05-07 01:29:05 status half-configured texlive-binaries 2009-5
2010-05-07 01:29:05 status unpacked texlive-binaries 2009-5
2010-05-07 01:29:05 status half-installed texlive-binaries 2009-5
2010-05-07 01:29:05 status half-installed texlive-binaries 2009-5
2010-05-07 01:29:14 status half-installed texlive-binaries 2009-5
2010-05-07 01:29:15 status unpacked texlive-binaries 2009-5ubuntu0.1
2010-05-07 01:29:15 status unpacked texlive-binaries 2009-5ubuntu0.1
2010-05-07 01:29:15 upgrade dvipng 1.12-3build1 1.12-3ubuntu0.1
2010-05-07 01:29:15 status half-configured dvipng 1.12-3build1
2010-05-07 01:29:15 status unpacked dvipng 1.12-3build1
2010-05-07 01:29:15 status half-installed dvipng 1.12-3build1
2010-05-07 01:29:15 status triggers-pending install-info 4.13a.dfsg.1-5ubuntu1
2010-05-07 01:29:15 status half-installed dvipng 1.12-3build1
2010-05-07 01:29:15 status half-installed dvipng 1.12-3build1
2010-05-07 01:29:16 status half-installed dvipng 1.12-3build1
2010-05-07 01:29:16 status unpacked dvipng 1.12-3ubuntu0.1
2010-05-07 01:29:16 status unpacked dvipng 1.12-3ubuntu0.1
2010-05-07 01:29:16 upgrade firefox-branding 3.6.5~hg20100503r34167+nobinonly-0ubuntu1~umd2 3.6.5~hg20100503r34167+nobinonly-0ubuntu1~umd3
2010-05-07 01:29:16 status half-configured firefox-branding 3.6.5~hg20100503r34167+nobinonly-0ubuntu1~umd2
2010-05-07 01:29:16 status unpacked firefox-branding 3.6.5~hg20100503r34167+nobinonly-0ubuntu1~umd2
2010-05-07 01:29:17 status half-installed firefox-branding 3.6.5~hg20100503r34167+nobinonly-0ubuntu1~umd2
2010-05-07 01:29:17 status half-installed firefox-branding 3.6.5~hg20100503r34167+nobinonly-0ubuntu1~umd2
2010-05-07 01:29:17 status half-installed firefox-branding 3.6.5~hg20100503r34167+nobinonly-0ubuntu1~umd2
2010-05-07 01:29:17 status half-installed firefox-branding 3.6.5~hg20100503r34167+nobinonly-0ubuntu1~umd2
2010-05-07 01:29:18 status unpacked firefox-branding 3.6.5~hg20100503r34167+nobinonly-0ubuntu1~umd3
2010-05-07 01:29:18 status unpacked firefox-branding 3.6.5~hg20100503r34167+nobinonly-0ubuntu1~umd3
2010-05-07 01:29:18 upgrade firefox 3.6.5~hg20100503r34167+nobinonly-0ubuntu1~umd2 3.6.5~hg20100503r34167+nobinonly-0ubuntu1~umd3
2010-05-07 01:29:18 status half-configured firefox 3.6.5~hg20100503r34167+nobinonly-0ubuntu1~umd2
2010-05-07 01:29:18 status unpacked firefox 3.6.5~hg20100503r34167+nobinonly-0ubuntu1~umd2
2010-05-07 01:29:18 status half-installed firefox 3.6.5~hg20100503r34167+nobinonly-0ubuntu1~umd2
2010-05-07 01:29:29 status half-installed firefox 3.6.5~hg20100503r34167+nobinonly-0ubuntu1~umd2
2010-05-07 01:29:29 status unpacked firefox 3.6.5~hg20100503r34167+nobinonly-0ubuntu1~umd3
2010-05-07 01:29:29 status unpacked firefox 3.6.5~hg20100503r34167+nobinonly-0ubuntu1~umd3
2010-05-07 01:29:30 upgrade libpurple0 1:2.6.6-1ubuntu4 1:2.6.6-1ubuntu4
2010-05-07 01:29:30 status half-configured libpurple0 1:2.6.6-1ubuntu4
2010-05-07 01:29:30 status unpacked libpurple0 1:2.6.6-1ubuntu4
2010-05-07 01:29:30 status half-installed libpurple0 1:2.6.6-1ubuntu4
2010-05-07 01:29:30 status half-installed libpurple0 1:2.6.6-1ubuntu4
2010-05-07 01:29:33 status half-installed libpurple0 1:2.6.6-1ubuntu4
2010-05-07 01:29:33 status unpacked libpurple0 1:2.6.6-1ubuntu4
2010-05-07 01:29:34 status unpacked libpurple0 1:2.6.6-1ubuntu4
2010-05-07 01:29:34 upgrade libvlccore2 1.0.6-1ubuntu1 1.0.6-1ubuntu1.1
2010-05-07 01:29:34 status half-configured libvlccore2 1.0.6-1ubuntu1
2010-05-07 01:29:34 status unpacked libvlccore2 1.0.6-1ubuntu1
2010-05-07 01:29:34 status half-installed libvlccore2 1.0.6-1ubuntu1
2010-05-07 01:29:34 status half-installed libvlccore2 1.0.6-1ubuntu1
2010-05-07 01:29:34 status unpacked libvlccore2 1.0.6-1ubuntu1.1
2010-05-07 01:29:34 status unpacked libvlccore2 1.0.6-1ubuntu1.1
2010-05-07 01:29:35 upgrade vlc-data 1.0.6-1ubuntu1 1.0.6-1ubuntu1.1
2010-05-07 01:29:35 status half-configured vlc-data 1.0.6-1ubuntu1
2010-05-07 01:29:35 status unpacked vlc-data 1.0.6-1ubuntu1
2010-05-07 01:29:35 status half-installed vlc-data 1.0.6-1ubuntu1
2010-05-07 01:29:36 status half-installed vlc-data 1.0.6-1ubuntu1
2010-05-07 01:29:47 status half-installed vlc-data 1.0.6-1ubuntu1
2010-05-07 01:29:47 status unpacked vlc-data 1.0.6-1ubuntu1.1
2010-05-07 01:29:47 status unpacked vlc-data 1.0.6-1ubuntu1.1
2010-05-07 01:29:48 upgrade libvlc2 1.0.6-1ubuntu1 1.0.6-1ubuntu1.1
2010-05-07 01:29:48 status half-configured libvlc2 1.0.6-1ubuntu1
2010-05-07 01:29:48 status unpacked libvlc2 1.0.6-1ubuntu1
2010-05-07 01:29:48 status half-installed libvlc2 1.0.6-1ubuntu1
2010-05-07 01:29:48 status half-installed libvlc2 1.0.6-1ubuntu1
2010-05-07 01:29:48 status unpacked libvlc2 1.0.6-1ubuntu1.1
2010-05-07 01:29:48 status unpacked libvlc2 1.0.6-1ubuntu1.1
2010-05-07 01:29:48 upgrade thunderbird 3.0.5~hg20100504r4828+nobinonly-0ubuntu1~umd1 3.0.5~hg20100505r4833+nobinonly-0ubuntu1~umd1
2010-05-07 01:29:48 status half-configured thunderbird 3.0.5~hg20100504r4828+nobinonly-0ubuntu1~umd1
2010-05-07 01:29:49 status unpacked thunderbird 3.0.5~hg20100504r4828+nobinonly-0ubuntu1~umd1
2010-05-07 01:29:49 status half-installed thunderbird 3.0.5~hg20100504r4828+nobinonly-0ubuntu1~umd1
2010-05-07 01:29:50 status half-installed thunderbird 3.0.5~hg20100504r4828+nobinonly-0ubuntu1~umd1
2010-05-07 01:29:50 status half-installed thunderbird 3.0.5~hg20100504r4828+nobinonly-0ubuntu1~umd1
2010-05-07 01:29:50 status half-installed thunderbird 3.0.5~hg20100504r4828+nobinonly-0ubuntu1~umd1
2010-05-07 01:30:06 status half-installed thunderbird 3.0.5~hg20100504r4828+nobinonly-0ubuntu1~umd1
2010-05-07 01:30:06 status unpacked thunderbird 3.0.5~hg20100505r4833+nobinonly-0ubuntu1~umd1
2010-05-07 01:30:06 status unpacked thunderbird 3.0.5~hg20100505r4833+nobinonly-0ubuntu1~umd1
2010-05-07 01:30:07 upgrade vlc-plugin-pulse 1.0.6-1ubuntu1 1.0.6-1ubuntu1.1
2010-05-07 01:30:07 status half-configured vlc-plugin-pulse 1.0.6-1ubuntu1
2010-05-07 01:30:07 status unpacked vlc-plugin-pulse 1.0.6-1ubuntu1
2010-05-07 01:30:07 status half-installed vlc-plugin-pulse 1.0.6-1ubuntu1
2010-05-07 01:30:07 status half-installed vlc-plugin-pulse 1.0.6-1ubuntu1
2010-05-07 01:30:07 status unpacked vlc-plugin-pulse 1.0.6-1ubuntu1.1
2010-05-07 01:30:07 status unpacked vlc-plugin-pulse 1.0.6-1ubuntu1.1
2010-05-07 01:30:07 upgrade vlc 1.0.6-1ubuntu1 1.0.6-1ubuntu1.1
2010-05-07 01:30:07 status half-configured vlc 1.0.6-1ubuntu1
2010-05-07 01:30:08 status unpacked vlc 1.0.6-1ubuntu1
2010-05-07 01:30:08 status half-installed vlc 1.0.6-1ubuntu1
2010-05-07 01:30:08 status half-installed vlc 1.0.6-1ubuntu1
2010-05-07 01:30:08 status half-installed vlc 1.0.6-1ubuntu1
2010-05-07 01:30:08 status half-installed vlc 1.0.6-1ubuntu1
2010-05-07 01:30:10 status half-installed vlc 1.0.6-1ubuntu1
2010-05-07 01:30:11 status unpacked vlc 1.0.6-1ubuntu1.1
2010-05-07 01:30:11 status unpacked vlc 1.0.6-1ubuntu1.1
2010-05-07 01:30:11 upgrade vlc-nox 1.0.6-1ubuntu1 1.0.6-1ubuntu1.1
2010-05-07 01:30:11 status half-configured vlc-nox 1.0.6-1ubuntu1
2010-05-07 01:30:11 status unpacked vlc-nox 1.0.6-1ubuntu1
2010-05-07 01:30:11 status half-installed vlc-nox 1.0.6-1ubuntu1
2010-05-07 01:30:11 status half-installed vlc-nox 1.0.6-1ubuntu1
2010-05-07 01:30:28 status half-installed vlc-nox 1.0.6-1ubuntu1
2010-05-07 01:30:28 status unpacked vlc-nox 1.0.6-1ubuntu1.1
2010-05-07 01:30:28 status unpacked vlc-nox 1.0.6-1ubuntu1.1
2010-05-07 01:30:28 trigproc man-db 2.5.7-2 2.5.7-2
2010-05-07 01:30:28 status half-configured man-db 2.5.7-2
2010-05-07 01:30:31 status installed man-db 2.5.7-2
2010-05-07 01:30:31 trigproc python-gmenu 2.30.0-0ubuntu4 2.30.0-0ubuntu4
2010-05-07 01:30:31 status half-configured python-gmenu 2.30.0-0ubuntu4
2010-05-07 01:30:33 status installed python-gmenu 2.30.0-0ubuntu4
2010-05-07 01:30:33 status triggers-pending python-support 1.0.4ubuntu1
2010-05-07 01:30:33 trigproc desktop-file-utils 0.16-0ubuntu2 0.16-0ubuntu2
2010-05-07 01:30:33 status half-configured desktop-file-utils 0.16-0ubuntu2
2010-05-07 01:30:33 status installed desktop-file-utils 0.16-0ubuntu2
2010-05-07 01:30:33 trigproc hicolor-icon-theme 0.11-1 0.11-1
2010-05-07 01:30:33 status half-configured hicolor-icon-theme 0.11-1
2010-05-07 01:30:36 status installed hicolor-icon-theme 0.11-1
2010-05-07 01:30:37 trigproc ureadahead 0.100.0-4.1 0.100.0-4.1
2010-05-07 01:30:37 status half-configured ureadahead 0.100.0-4.1
2010-05-07 01:30:37 status installed ureadahead 0.100.0-4.1
2010-05-07 01:30:37 trigproc install-info 4.13a.dfsg.1-5ubuntu1 4.13a.dfsg.1-5ubuntu1
2010-05-07 01:30:37 status half-configured install-info 4.13a.dfsg.1-5ubuntu1
2010-05-07 01:30:38 status installed install-info 4.13a.dfsg.1-5ubuntu1
2010-05-07 01:30:38 trigproc python-support 1.0.4ubuntu1 1.0.4ubuntu1
2010-05-07 01:30:38 status half-configured python-support 1.0.4ubuntu1
2010-05-07 01:30:43 status installed python-support 1.0.4ubuntu1
2010-05-07 01:30:44 startup packages configure
2010-05-07 01:30:44 configure libclamav6 0.96+dfsg-2ubuntu1.2 0.96+dfsg-2ubuntu1.2
2010-05-07 01:30:44 status unpacked libclamav6 0.96+dfsg-2ubuntu1.2
2010-05-07 01:30:44 status half-configured libclamav6 0.96+dfsg-2ubuntu1.2
2010-05-07 01:30:45 status installed libclamav6 0.96+dfsg-2ubuntu1.2
2010-05-07 01:30:45 status triggers-pending libc-bin 2.11.1-0ubuntu7
2010-05-07 01:30:45 configure clamav-base 0.96+dfsg-2ubuntu1.2 0.96+dfsg-2ubuntu1.2
2010-05-07 01:30:45 status unpacked clamav-base 0.96+dfsg-2ubuntu1.2
2010-05-07 01:30:45 status half-configured clamav-base 0.96+dfsg-2ubuntu1.2
2010-05-07 01:30:47 status installed clamav-base 0.96+dfsg-2ubuntu1.2
2010-05-07 01:30:47 configure clamav-freshclam 0.96+dfsg-2ubuntu1.2 0.96+dfsg-2ubuntu1.2
2010-05-07 01:30:47 status unpacked clamav-freshclam 0.96+dfsg-2ubuntu1.2
2010-05-07 01:30:47 status unpacked clamav-freshclam 0.96+dfsg-2ubuntu1.2
2010-05-07 01:30:47 status unpacked clamav-freshclam 0.96+dfsg-2ubuntu1.2
